pclass,survived,sex,age,sibsp,parch,fare,died,title_Master,title_Miss,title_Mr,title_Mrs,title_Officer,title_Royalty,embarked_C,embarked_Q,embarked_S,cabin_A,cabin_B,cabin_C,cabin_D,cabin_E,cabin_F,cabin_G,cabin_T,cabin_U
1,1,1,51.0,0,0,-0.13037544313845886,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,1,27.0,0,0,-0.0540305343606522,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,33.0,0,0,2.2856026827414997,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,31.0,1,0,0.3615177032907006,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,27.0,1,2,0.3615177032907006,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,31.0,1,0,0.45815682832589893,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,17.0,1,0,0.45815682832589893,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,53.0,1,1,0.938613700698393,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,1,4.0,0,2,0.938613700698393,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,0,54.0,1,1,0.938613700698393,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0,1,50.0,1,0,1.413434579298834,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,27.0,1,1,4.140509510927102,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,48.0,1,0,1.413434579298834,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,48.0,1,0,0.12185267320340878,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,49.0,1,0,0.45678841831540057,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1,0,1,39.0,0,0,-0.06949279436628394,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,0,23.0,0,1,0.9637398732075445,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,38.0,0,0,3.754034187651338,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,54.0,1,0,0.8691958844031094,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,36.0,0,0,-0.031239163112350997,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,1,28.0,0,0,3.6429803707258896,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,28.0,0,0,-0.03115991902982218,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,28.0,0,0,1.4996038215277192,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,36.0,0,0,-0.13351621470210284,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,30.0,0,0,-0.10718205313001128,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,24.0,3,2,4.43968877977607,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,28.0,3,2,4.43968877977607,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,23.0,3,2,4.43968877977607,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,1,19.0,3,2,4.43968877977607,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,1,64.0,1,4,4.43968877977607,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,60.0,1,4,4.43968877977607,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,30.0,0,0,0.45678841831540057,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,1,28.0,0,0,-0.13037544313845886,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1,50.0,2,0,1.9396346151154895,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,43.0,1,0,-0.10774642562021683,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,28.0,1,0,1.9396346151154895,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,22.0,0,2,0.31319814077310143,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,1,60.0,1,1,0.8872345434821796,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,48.0,1,1,0.8872345434821796,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,1,28.0,0,0,-0.6435291970753619,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,1,37.0,1,0,0.38277831079844427,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,35.0,1,0,0.38277831079844427,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,1,47.0,0,0,0.10059206569566512,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,35.0,0,0,3.444305791913527,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,22.0,0,1,0.5045436083427941,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,45.0,0,1,0.5045436083427941,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,24.0,0,0,0.8872345434821796,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,1,49.0,1,0,1.078661187916902,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,28.0,1,0,1.078661187916902,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1,71.0,0,0,0.026261116283592033,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,53.0,0,0,-0.09268618437473153,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,19.0,0,0,-0.06369444686417203,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,1,38.0,0,1,2.322567148067463,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,58.0,0,1,2.322567148067463,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,23.0,0,1,0.5810489380681593,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,45.0,0,1,0.5810489380681593,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1,46.0,0,0,0.8872345434821796,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,1,25.0,1,0,0.42803827861742894,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,0,25.0,1,0,0.42803827861742894,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,1,48.0,1,0,0.839479353454786,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,49.0,1,0,0.839479353454786,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1,28.0,0,0,0.1759705832231198,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,45.0,1,0,0.969860995387274,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,35.0,1,0,0.969860995387274,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,1,40.0,0,0,-0.6435291970753619,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,27.0,0,0,0.839479353454786,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,1,28.0,0,0,-0.06369444686417203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,24.0,0,0,0.9637398732075445,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1,55.0,1,1,1.1636224410828466,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,52.0,1,1,1.1636224410828466,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,1,42.0,0,0,0.1779033657238238,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,1,28.0,0,0,0.3588601273522326,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,55.0,0,0,0.32286205327662126,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,16.0,0,1,0.47708263457279215,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,44.0,0,1,0.47708263457279215,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,51.0,1,0,0.8632351831709382,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,1,42.0,1,0,0.3615177032907006,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,35.0,1,0,0.3615177032907006,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,35.0,0,0,-0.13037544313845886,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,38.0,1,0,1.0959750535582078,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,1,28.0,0,0,-0.05024614622427386,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,35.0,1,0,1.0959750535582078,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,38.0,0,0,0.9026968034878112,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,50.0,0,0,-0.08857902156073563,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1,49.0,0,0,-0.6435291970753619,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,1,46.0,0,0,-0.1410057468923307,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,50.0,0,0,-0.1410057468923307,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,32.5,0,0,3.444305791913527,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1,58.0,0,0,-0.06949279436628394,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,1,41.0,1,0,0.3588601273522326,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,28.0,1,0,0.3588601273522326,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1,42.0,1,0,0.372229183909602,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,45.0,1,0,0.372229183909602,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,1,28.0,0,0,-0.13037544313845886,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,39.0,0,0,3.4411650203498834,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,49.0,0,0,-0.14237415690282906,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,30.0,0,0,1.413434579298834,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,35.0,0,0,9.258679926521264,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,1,28.0,0,0,-0.10774642562021683,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,42.0,0,0,-0.13037544313845886,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,55.0,0,0,-0.10774642562021683,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,16.0,0,1,0.11798710820200078,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,51.0,0,1,0.11798710820200078,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,1,29.0,0,0,-0.06369444686417203,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,21.0,0,0,0.8632351831709382,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,1,30.0,0,0,0.2358868407449428,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,58.0,0,0,2.1883991852160958,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,15.0,0,1,3.4411650203498834,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,1,30.0,0,0,-0.1410057468923307,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,16.0,0,0,1.028327666033569,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,28.0,0,0,-0.06949279436628394,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1,19.0,1,0,0.38277831079844427,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,18.0,1,0,0.38277831079844427,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,24.0,0,0,0.31327931763813094,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1,46.0,0,0,0.8107292137568143,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1,54.0,0,0,0.3588601273522326,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,1,36.0,0,0,-0.13544899720280676,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,28.0,1,0,0.9446536460130929,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,28.0,1,0,0.9446536460130929,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,65.0,0,0,-0.13037544313845886,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,44.0,2,0,1.0959750535582078,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,0,33.0,1,0,1.0959750535582078,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,0,37.0,1,0,1.0959750535582078,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,30.0,1,0,0.4726526970811787,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1,55.0,0,0,-0.0540305343606522,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,1,47.0,0,0,0.1759705832231198,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,37.0,0,1,-0.06949279436628394,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,31.0,1,0,1.5458301805970562,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,23.0,1,0,1.5458301805970562,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1,58.0,0,2,1.5458301805970562,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,19.0,0,2,-0.13553017406783635,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,1,64.0,0,0,-0.1410057468923307,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,39.0,0,0,1.4612709461912579,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1,28.0,0,0,-0.145998124091649,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,22.0,0,1,0.5543939346009508,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,1,65.0,0,1,0.5543939346009508,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,1,28.5,0,0,-0.10774642562021683,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1,28.0,0,0,-0.6435291970753619,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
