pclass,survived,age,sibsp,parch,fare,sex_male,title_Col,title_Countess,title_Don,title_Dr,title_Major,title_Master,title_Miss,title_Mlle,title_Mme,title_Mr,title_Ms,title_Rev,cabin_Yes,embarked_Q,embarked_S
1,1,2.364036435095174,1,1,0.8878069695824836,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1.4338266584529786,1,1,0.8878069695824836,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,-0.1165229692840137,0,0,-0.6434642498641783,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0.5811343631976328,1,0,0.38318349953756087,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,0.4260994004239336,1,0,0.38318349953756087,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,1.356309177066129,0,0,0.10090370403350452,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,0.4260994004239336,0,0,3.4457259384308845,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,-0.5816278576051114,0,1,0.504989164720818,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1.2012742142924298,0,1,0.504989164720818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,-0.42659289483141216,0,0,0.8878069695824836,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1.5113441398398282,1,0,1.0792970757901053,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,-0.1165229692840137,1,0,1.0792970757901053,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,3.2167287303505194,0,0,0.026548112420525127,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1.8214140653872266,0,0,-0.09243862165420531,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,-0.8141803017656603,0,0,-0.06343727280104884,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,0.6586518445844824,0,1,2.3236154157208384,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,2.2090014723214746,0,1,2.3236154157208384,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-0.5041103762182618,0,1,0.5815198574977842,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1.2012742142924298,0,1,0.5815198574977842,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1.2787916956792793,0,0,0.8878069695824836,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,-0.34907541344456255,1,0,0.42845847194385184,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,-0.34907541344456255,1,0,0.42845847194385184,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1.4338266584529786,1,0,0.8400359477515643,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1.5113441398398282,1,0,0.8400359477515643,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,-0.1165229692840137,0,0,0.17630721105171132,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1.2012742142924298,1,0,0.9704608138139793,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,0.4260994004239336,1,0,0.9704608138139793,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0.8136868073581817,0,0,-0.6434642498641783,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-0.1940404506708633,0,0,0.8400359477515643,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,-0.1165229692840137,0,0,-0.06343727280104884,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-0.42659289483141216,0,0,0.9643376623594496,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,1.976449028160926,1,1,1.1642864953159087,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,1.743896584000377,1,1,1.1642864953159087,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0.9687217701318809,0,0,0.17824063430858844,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,-0.1165229692840137,0,0,0.3592573867337067,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,1.976449028160926,0,0,0.3232473785743708,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-1.046732745926209,0,1,0.4775190870871082,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1.1237567329055802,0,1,0.4775190870871082,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1.6663791026135275,1,0,0.8637996530018405,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0.9687217701318809,1,0,0.36191584371191277,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0.4260994004239336,1,0,0.36191584371191277,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0.4260994004239336,0,0,-0.1301403751633087,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0.6586518445844824,1,0,1.09661668132521,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,-0.1165229692840137,0,0,-0.04998451377969802,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0.4260994004239336,1,0,1.09661668132521,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,0.6586518445844824,0,0,0.9032743556375002,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,1.588861621226678,0,0,-0.08833009723334151,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1.5113441398398282,0,0,-0.6434642498641783,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,1.2787916956792793,0,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1.588861621226678,0,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0.23230569695680955,0,0,3.4457259384308845,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,2.2090014723214746,0,0,-0.06923754257168015,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0.8912042887450313,1,0,0.3592573867337067,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-0.1165229692840137,1,0,0.3592573867337067,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,0.9687217701318809,1,0,0.3726308754015257,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,1.2012742142924298,1,0,0.3726308754015257,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,-0.1165229692840137,0,0,-0.1301403751633087,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,0.7361693259713321,0,0,3.4425841256384593,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,1.5113441398398282,0,0,-0.14214306674200172,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,1,0.03851199348968552,0,0,1.4141814512672737,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0.4260994004239336,0,0,9.262027654708204,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,-0.1165229692840137,0,0,-0.10750385567179166,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0.9687217701318809,0,0,-0.1301403751633087,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1.976449028160926,0,0,-0.10750385567179166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,-1.046732745926209,0,1,0.11830451334539838,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,1,1.6663791026135275,0,1,0.11830451334539838,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,-0.03900548789716409,0,0,-0.06343727280104884,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-0.659145338991961,0,0,0.8637996530018405,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,0.03851199348968552,0,0,0.23624333201490139,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,2.2090014723214746,0,0,2.189402973498201,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,-1.1242502273130588,0,1,3.4425841256384593,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,0.03851199348968552,0,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-1.046732745926209,0,0,1.0289468673345117,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,1,-0.1165229692840137,0,0,-0.06923754257168015,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,-0.8141803017656603,1,0,0.38318349953756087,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-0.8916977831525099,1,0,0.38318349953756087,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-0.42659289483141216,0,0,0.3136614660667741,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1.2787916956792793,0,0,0.8112762768055172,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1.8989315467740764,0,0,0.3592573867337067,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,0.5036168818107832,0,0,-0.13521561121261108,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,-0.1165229692840137,1,0,0.9452451076977884,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,-0.1165229692840137,1,0,0.9452451076977884,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,2.7516238420294217,0,0,-0.1301403751633087,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,1.1237567329055802,2,0,1.09661668132521,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,1,0.27106443765023436,1,0,1.09661668132521,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1,1,0.5811343631976328,1,0,1.09661668132521,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1,1,0.03851199348968552,1,0,0.47308768098234594,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1.976449028160926,0,0,-0.05377015651666335,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,1.356309177066129,0,0,0.17630721105171132,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0.5811343631976328,0,1,-0.06923754257168015,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0.11602947487653514,1,0,1.5466209443633547,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,-0.5041103762182618,1,0,1.5466209443633547,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,2.2090014723214746,0,2,1.5466209443633547,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,-0.8141803017656603,0,2,-0.13529681498939994,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,2.6741063606425723,0,0,-0.14077420307613278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0.7361693259713321,0,0,1.4620336768749818,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,-0.1165229692840137,0,0,-0.14576823534864627,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,-0.5816278576051114,0,1,0.5548560173621921,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,2.7516238420294217,0,1,0.5548560173621921,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,-0.0777642285905889,0,0,-0.10750385567179166,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,-0.1165229692840137,0,0,-0.6434642498641783,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1.2400329549858546,0,0,-0.09243862165420531,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,-0.5041103762182618,0,0,1.1642864953159087,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,-0.03900548789716409,1,0,0.644195639215969,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,-0.5816278576051114,1,0,0.644195639215969,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,-0.8916977831525099,1,0,1.4620336768749818,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,-0.9692152645393595,1,0,1.4620336768749818,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0.03851199348968552,0,0,1.1642864953159087,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,1,1.743896584000377,0,0,-0.05377015651666335,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,0,1.356309177066129,0,0,0.36191584371191277,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,2.0539665095477755,0,1,0.9643376623594496,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0.6586518445844824,0,0,-0.6434642498641783,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
